"subject" "activity" "variable" "meanValue"
"30" 1 "WALKING" "Time_Body_GyroJerk_StdDev_Z" -0.404255452631579
"31" 1 "WALKING" "Time_Body_Acceleration_Mag_Mean_" -0.136971176556842
"32" 1 "WALKING" "Time_Body_Acceleration_Mag_StdDev_" -0.219688645631579
"33" 1 "WALKING" "Time_Gravity_Acceleration_Mag_Mean_" -0.136971176556842
"34" 1 "WALKING" "Time_Gravity_Acceleration_Mag_StdDev_" -0.219688645631579
"35" 1 "WALKING" "Time_Body_Acceleration_JerkMag_Mean_" -0.141428809031579
"36" 1 "WALKING" "Time_Body_Acceleration_JerkMag_StdDev_" -0.0744717500625263
"37" 1 "WALKING" "Time_Body_GyroMag_Mean_" -0.160979552536842
"38" 1 "WALKING" "Time_Body_GyroMag_StdDev_" -0.186978364526316
"39" 1 "WALKING" "Time_Body_GyroJerkMag_Mean_" -0.298703679084211
"40" 1 "WALKING" "Time_Body_GyroJerkMag_StdDev_" -0.325324878894737
"41" 1 "WALKING" "Freq_Body_Acceleration__Mean_X" -0.202794306326316
"42" 1 "WALKING" "Freq_Body_Acceleration__Mean_Y" 0.0897127264021053
"43" 1 "WALKING" "Freq_Body_Acceleration__Mean_Z" -0.331560117789474
"44" 1 "WALKING" "Freq_Body_Acceleration__StdDev_X" -0.319134719578947
"45" 1 "WALKING" "Freq_Body_Acceleration__StdDev_Y" 0.056040006846
"46" 1 "WALKING" "Freq_Body_Acceleration__StdDev_Z" -0.279686751494737
"47" 1 "WALKING" "Freq_Body_Acceleration__Mean_q...X" -0.207548374494737
"48" 1 "WALKING" "Freq_Body_Acceleration__Mean_q...Y" 0.113093646103158
"49" 1 "WALKING" "Freq_Body_Acceleration__Mean_q...Z" 0.0497265196172632
"50" 1 "WALKING" "Freq_Body_Acceleration_Jerk_Mean_X" -0.170546964549579
"51" 1 "WALKING" "Freq_Body_Acceleration_Jerk_Mean_Y" -0.0352255241130632
"52" 1 "WALKING" "Freq_Body_Acceleration_Jerk_Mean_Z" -0.468999224631579
"53" 1 "WALKING" "Freq_Body_Acceleration_Jerk_StdDev_X" -0.133586606326316
"54" 1 "WALKING" "Freq_Body_Acceleration_Jerk_StdDev_Y" 0.106739857136
"55" 1 "WALKING" "Freq_Body_Acceleration_Jerk_StdDev_Z" -0.534713440421053
"56" 1 "WALKING" "Freq_Body_Acceleration_Jerk_Mean_q...X" -0.209261973376842
"57" 1 "WALKING" "Freq_Body_Acceleration_Jerk_Mean_q...Y" -0.386237143210526
"58" 1 "WALKING" "Freq_Body_Acceleration_Jerk_Mean_q...Z" -0.185530281244211
"59" 1 "WALKING" "Freq_Body_Gyro_Mean_X" -0.339032197115789
"60" 1 "WALKING" "Freq_Body_Gyro_Mean_Y" -0.103059416434737
"61" 1 "WALKING" "Freq_Body_Gyro_Mean_Z" -0.255940940315789
"62" 1 "WALKING" "Freq_Body_Gyro_StdDev_X" -0.516691938736842
"63" 1 "WALKING" "Freq_Body_Gyro_StdDev_Y" -0.0335081597884211
"64" 1 "WALKING" "Freq_Body_Gyro_StdDev_Z" -0.436562227473684
"65" 1 "WALKING" "Freq_Body_Gyro_Mean_q...X" 0.0147844986621053
"66" 1 "WALKING" "Freq_Body_Gyro_Mean_q...Y" -0.0657746190010526
"67" 1 "WALKING" "Freq_Body_Gyro_Mean_q...Z" 0.00077332156431579
"68" 1 "WALKING" "Freq_Body_Acceleration_Mag_Mean_" -0.128623450629474
"69" 1 "WALKING" "Freq_Body_Acceleration_Mag_StdDev_" -0.398032586842105
"70" 1 "WALKING" "Freq_Body_Acceleration_Mag_Mean_q.." 0.1906437244
"71" 1 "WALKING" "Freq_BodyBody_Acceleration_JerkMag_Mean_" -0.0571194000343158
"72" 1 "WALKING" "Freq_BodyBody_Acceleration_JerkMag_StdDev_" -0.103492403002105
"73" 1 "WALKING" "Freq_BodyBody_Acceleration_JerkMag_Mean_q.." 0.0938221807027368
"74" 1 "WALKING" "Freq_BodyBody_GyroMag_Mean_" -0.199252568986316
"75" 1 "WALKING" "Freq_BodyBody_GyroMag_StdDev_" -0.321017953894737
"76" 1 "WALKING" "Freq_BodyBody_GyroMag_Mean_q.." 0.268844367525895
"77" 1 "WALKING" "Freq_BodyBody_GyroJerkMag_Mean_" -0.319308593778947
"78" 1 "WALKING" "Freq_BodyBody_GyroJerkMag_StdDev_" -0.381601911789474
"79" 1 "WALKING" "Freq_BodyBody_GyroJerkMag_Mean_q.." 0.190663448793684
"80" 1 "WALKING_UPSTAIRS" "Time_Body_Acceleration__Mean_X" 0.255461689622641
"81" 1 "WALKING_UPSTAIRS" "Time_Body_Acceleration__Mean_Y" -0.0239531492643396
"82" 1 "WALKING_UPSTAIRS" "Time_Body_Acceleration__Mean_Z" -0.0973020020943396
"83" 1 "WALKING_UPSTAIRS" "Time_Body_Acceleration__StdDev_X" -0.35470802509434
"84" 1 "WALKING_UPSTAIRS" "Time_Body_Acceleration__StdDev_Y" -0.00232026501698113
"85" 1 "WALKING_UPSTAIRS" "Time_Body_Acceleration__StdDev_Z" -0.0194792388471698
"86" 1 "WALKING_UPSTAIRS" "Time_Gravity_Acceleration__Mean_X" 0.89335109754717
"87" 1 "WALKING_UPSTAIRS" "Time_Gravity_Acceleration__Mean_Y" -0.362153364339623
"88" 1 "WALKING_UPSTAIRS" "Time_Gravity_Acceleration__Mean_Z" -0.075402939754717
"89" 1 "WALKING_UPSTAIRS" "Time_Gravity_Acceleration__StdDev_X" -0.956367027924528
"90" 1 "WALKING_UPSTAIRS" "Time_Gravity_Acceleration__StdDev_Y" -0.952849233207547
"91" 1 "WALKING_UPSTAIRS" "Time_Gravity_Acceleration__StdDev_Z" -0.912379410377358
"92" 1 "WALKING_UPSTAIRS" "Time_Body_Acceleration_Jerk_Mean_X" 0.101372729922642
"93" 1 "WALKING_UPSTAIRS" "Time_Body_Acceleration_Jerk_Mean_Y" 0.0194863076188679
"94" 1 "WALKING_UPSTAIRS" "Time_Body_Acceleration_Jerk_Mean_Z" -0.0455625449113208
"95" 1 "WALKING_UPSTAIRS" "Time_Body_Acceleration_Jerk_StdDev_X" -0.446843887735849
"96" 1 "WALKING_UPSTAIRS" "Time_Body_Acceleration_Jerk_StdDev_Y" -0.378274426037736
"97" 1 "WALKING_UPSTAIRS" "Time_Body_Acceleration_Jerk_StdDev_Z" -0.706593530943396
"98" 1 "WALKING_UPSTAIRS" "Time_Body_Gyro_Mean_X" 0.050549379754717
"99" 1 "WALKING_UPSTAIRS" "Time_Body_Gyro_Mean_Y" -0.166170015088679
"100" 1 "WALKING_UPSTAIRS" "Time_Body_Gyro_Mean_Z" 0.0583595463981132
"101" 1 "WALKING_UPSTAIRS" "Time_Body_Gyro_StdDev_X" -0.544871104528302
"102" 1 "WALKING_UPSTAIRS" "Time_Body_Gyro_StdDev_Y" 0.00410518379811321
"103" 1 "WALKING_UPSTAIRS" "Time_Body_Gyro_StdDev_Z" -0.50716867490566
"104" 1 "WALKING_UPSTAIRS" "Time_Body_GyroJerk_Mean_X" -0.122232768011321
"105" 1 "WALKING_UPSTAIRS" "Time_Body_GyroJerk_Mean_Y" -0.0421485884509434
"106" 1 "WALKING_UPSTAIRS" "Time_Body_GyroJerk_Mean_Z" -0.0407125527654717
"107" 1 "WALKING_UPSTAIRS" "Time_Body_GyroJerk_StdDev_X" -0.614786508490566
"108" 1 "WALKING_UPSTAIRS" "Time_Body_GyroJerk_StdDev_Y" -0.601696656226415
"109" 1 "WALKING_UPSTAIRS" "Time_Body_GyroJerk_StdDev_Z" -0.606332002264151
"110" 1 "WALKING_UPSTAIRS" "Time_Body_Acceleration_Mag_Mean_" -0.129927630735849
"111" 1 "WALKING_UPSTAIRS" "Time_Body_Acceleration_Mag_StdDev_" -0.324970929245283
"112" 1 "WALKING_UPSTAIRS" "Time_Gravity_Acceleration_Mag_Mean_" -0.129927630735849
"113" 1 "WALKING_UPSTAIRS" "Time_Gravity_Acceleration_Mag_StdDev_" -0.324970929245283
"114" 1 "WALKING_UPSTAIRS" "Time_Body_Acceleration_JerkMag_Mean_" -0.466503446226415
"115" 1 "WALKING_UPSTAIRS" "Time_Body_Acceleration_JerkMag_StdDev_" -0.478991622075472
"116" 1 "WALKING_UPSTAIRS" "Time_Body_GyroMag_Mean_" -0.126735589969811
"117" 1 "WALKING_UPSTAIRS" "Time_Body_GyroMag_StdDev_" -0.14861931805283
"118" 1 "WALKING_UPSTAIRS" "Time_Body_GyroJerkMag_Mean_" -0.59488286509434
"119" 1 "WALKING_UPSTAIRS" "Time_Body_GyroJerkMag_StdDev_" -0.648553044339623
"120" 1 "WALKING_UPSTAIRS" "Freq_Body_Acceleration__Mean_X" -0.404321784150943
"121" 1 "WALKING_UPSTAIRS" "Freq_Body_Acceleration__Mean_Y" -0.190976720811321
"122" 1 "WALKING_UPSTAIRS" "Freq_Body_Acceleration__Mean_Z" -0.433349702075472
"123" 1 "WALKING_UPSTAIRS" "Freq_Body_Acceleration__StdDev_X" -0.337428188679245
"124" 1 "WALKING_UPSTAIRS" "Freq_Body_Acceleration__StdDev_Y" 0.0217695106566038
"125" 1 "WALKING_UPSTAIRS" "Freq_Body_Acceleration__StdDev_Z" 0.0859565543849057
"126" 1 "WALKING_UPSTAIRS" "Freq_Body_Acceleration__Mean_q...X" -0.418735000377359
"127" 1 "WALKING_UPSTAIRS" "Freq_Body_Acceleration__Mean_q...Y" -0.160697213516981
"128" 1 "WALKING_UPSTAIRS" "Freq_Body_Acceleration__Mean_q...Z" -0.520114793584906
"129" 1 "WALKING_UPSTAIRS" "Freq_Body_Acceleration_Jerk_Mean_X" -0.479875245660377
"130" 1 "WALKING_UPSTAIRS" "Freq_Body_Acceleration_Jerk_Mean_Y" -0.41344458754717
"131" 1 "WALKING_UPSTAIRS" "Freq_Body_Acceleration_Jerk_Mean_Z" -0.685474353962264
"132" 1 "WALKING_UPSTAIRS" "Freq_Body_Acceleration_Jerk_StdDev_X" -0.461907025849057
"133" 1 "WALKING_UPSTAIRS" "Freq_Body_Acceleration_Jerk_StdDev_Y" -0.381777065283019
"134" 1 "WALKING_UPSTAIRS" "Freq_Body_Acceleration_Jerk_StdDev_Z" -0.726040200754717
"135" 1 "WALKING_UPSTAIRS" "Freq_Body_Acceleration_Jerk_Mean_q...X" -0.377023128301887
"136" 1 "WALKING_UPSTAIRS" "Freq_Body_Acceleration_Jerk_Mean_q...Y" -0.509495531698113
"137" 1 "WALKING_UPSTAIRS" "Freq_Body_Acceleration_Jerk_Mean_q...Z" -0.551104284150943
"138" 1 "WALKING_UPSTAIRS" "Freq_Body_Gyro_Mean_X" -0.492611667924528
"139" 1 "WALKING_UPSTAIRS" "Freq_Body_Gyro_Mean_Y" -0.319474609056604
"140" 1 "WALKING_UPSTAIRS" "Freq_Body_Gyro_Mean_Z" -0.453597213018868
"141" 1 "WALKING_UPSTAIRS" "Freq_Body_Gyro_StdDev_X" -0.565892490754717
"142" 1 "WALKING_UPSTAIRS" "Freq_Body_Gyro_StdDev_Y" 0.151538905566038
"143" 1 "WALKING_UPSTAIRS" "Freq_Body_Gyro_StdDev_Z" -0.57170784
"144" 1 "WALKING_UPSTAIRS" "Freq_Body_Gyro_Mean_q...X" -0.187450247737736
"145" 1 "WALKING_UPSTAIRS" "Freq_Body_Gyro_Mean_q...Y" -0.473574786603774
"146" 1 "WALKING_UPSTAIRS" "Freq_Body_Gyro_Mean_q...Z" -0.133373904258491
"147" 1 "WALKING_UPSTAIRS" "Freq_Body_Acceleration_Mag_Mean_" -0.352395944716981
"148" 1 "WALKING_UPSTAIRS" "Freq_Body_Acceleration_Mag_StdDev_" -0.416260101509434
"149" 1 "WALKING_UPSTAIRS" "Freq_Body_Acceleration_Mag_Mean_q.." -0.0977433496415094
"150" 1 "WALKING_UPSTAIRS" "Freq_BodyBody_Acceleration_JerkMag_Mean_" -0.44265216245283
"151" 1 "WALKING_UPSTAIRS" "Freq_BodyBody_Acceleration_JerkMag_StdDev_" -0.533059853773585
"152" 1 "WALKING_UPSTAIRS" "Freq_BodyBody_Acceleration_JerkMag_Mean_q.." 0.085352409154717
"153" 1 "WALKING_UPSTAIRS" "Freq_BodyBody_GyroMag_Mean_" -0.325961457396226
"154" 1 "WALKING_UPSTAIRS" "Freq_BodyBody_GyroMag_StdDev_" -0.182985518264151
"155" 1 "WALKING_UPSTAIRS" "Freq_BodyBody_GyroMag_Mean_q.." -0.219303376110566
"156" 1 "WALKING_UPSTAIRS" "Freq_BodyBody_GyroJerkMag_Mean_" -0.634665082075472
"157" 1 "WALKING_UPSTAIRS" "Freq_BodyBody_GyroJerkMag_StdDev_" -0.693930521509434
"158" 1 "WALKING_UPSTAIRS" "Freq_BodyBody_GyroJerkMag_Mean_q.." 0.114277342454717
"159" 1 "WALKING_DOWNSTAIRS" "Time_Body_Acceleration__Mean_X" 0.289188320408163
"160" 1 "WALKING_DOWNSTAIRS" "Time_Body_Acceleration__Mean_Y" -0.00991850461020408
"161" 1 "WALKING_DOWNSTAIRS" "Time_Body_Acceleration__Mean_Z" -0.107566190908163
"162" 1 "WALKING_DOWNSTAIRS" "Time_Body_Acceleration__StdDev_X" 0.0300353383483878
"163" 1 "WALKING_DOWNSTAIRS" "Time_Body_Acceleration__StdDev_Y" -0.0319359434489796
"164" 1 "WALKING_DOWNSTAIRS" "Time_Body_Acceleration__StdDev_Z" -0.230434213204082
"165" 1 "WALKING_DOWNSTAIRS" "Time_Gravity_Acceleration__Mean_X" 0.931874418979592
"166" 1 "WALKING_DOWNSTAIRS" "Time_Gravity_Acceleration__Mean_Y" -0.266610338979592
"167" 1 "WALKING_DOWNSTAIRS" "Time_Gravity_Acceleration__Mean_Z" -0.0621199585938775
"168" 1 "WALKING_DOWNSTAIRS" "Time_Gravity_Acceleration__StdDev_X" -0.950559811632653
"169" 1 "WALKING_DOWNSTAIRS" "Time_Gravity_Acceleration__StdDev_Y" -0.937018658979592
"170" 1 "WALKING_DOWNSTAIRS" "Time_Gravity_Acceleration__StdDev_Z" -0.895939695102041
"171" 1 "WALKING_DOWNSTAIRS" "Time_Body_Acceleration_Jerk_Mean_X" 0.0541553164897959
"172" 1 "WALKING_DOWNSTAIRS" "Time_Body_Acceleration_Jerk_Mean_Y" 0.0296504490408163
"173" 1 "WALKING_DOWNSTAIRS" "Time_Body_Acceleration_Jerk_Mean_Z" -0.0109719730183673
"174" 1 "WALKING_DOWNSTAIRS" "Time_Body_Acceleration_Jerk_StdDev_X" -0.012283860544898
"175" 1 "WALKING_DOWNSTAIRS" "Time_Body_Acceleration_Jerk_StdDev_Y" -0.101601390640816
"176" 1 "WALKING_DOWNSTAIRS" "Time_Body_Acceleration_Jerk_StdDev_Z" -0.345735032326531
"177" 1 "WALKING_DOWNSTAIRS" "Time_Body_Gyro_Mean_X" -0.0350781902989796
"178" 1 "WALKING_DOWNSTAIRS" "Time_Body_Gyro_Mean_Y" -0.0909371290204082
"179" 1 "WALKING_DOWNSTAIRS" "Time_Body_Gyro_Mean_Z" 0.0900850142030612
"180" 1 "WALKING_DOWNSTAIRS" "Time_Body_Gyro_StdDev_X" -0.458030542938775
"181" 1 "WALKING_DOWNSTAIRS" "Time_Body_Gyro_StdDev_Y" -0.126349194938775
"182" 1 "WALKING_DOWNSTAIRS" "Time_Body_Gyro_StdDev_Z" -0.124702454242857
"183" 1 "WALKING_DOWNSTAIRS" "Time_Body_GyroJerk_Mean_X" -0.0739592036271429
"184" 1 "WALKING_DOWNSTAIRS" "Time_Body_GyroJerk_Mean_Y" -0.0439902783367347
"185" 1 "WALKING_DOWNSTAIRS" "Time_Body_GyroJerk_Mean_Z" -0.0270461061061224
"186" 1 "WALKING_DOWNSTAIRS" "Time_Body_GyroJerk_StdDev_X" -0.487027342244898
"187" 1 "WALKING_DOWNSTAIRS" "Time_Body_GyroJerk_StdDev_Y" -0.238824827530612
"188" 1 "WALKING_DOWNSTAIRS" "Time_Body_GyroJerk_StdDev_Z" -0.268761480242857
"189" 1 "WALKING_DOWNSTAIRS" "Time_Body_Acceleration_Mag_Mean_" 0.0271882914106122
"190" 1 "WALKING_DOWNSTAIRS" "Time_Body_Acceleration_Mag_StdDev_" 0.0198843506265306
"191" 1 "WALKING_DOWNSTAIRS" "Time_Gravity_Acceleration_Mag_Mean_" 0.0271882914106122
"192" 1 "WALKING_DOWNSTAIRS" "Time_Gravity_Acceleration_Mag_StdDev_" 0.0198843506265306
"193" 1 "WALKING_DOWNSTAIRS" "Time_Body_Acceleration_JerkMag_Mean_" -0.0894474807979592
"194" 1 "WALKING_DOWNSTAIRS" "Time_Body_Acceleration_JerkMag_StdDev_" -0.0257877197081633
"195" 1 "WALKING_DOWNSTAIRS" "Time_Body_GyroMag_Mean_" -0.0757412543673469
"196" 1 "WALKING_DOWNSTAIRS" "Time_Body_GyroMag_StdDev_" -0.225724368061224
"197" 1 "WALKING_DOWNSTAIRS" "Time_Body_GyroJerkMag_Mean_" -0.295463843346939
"198" 1 "WALKING_DOWNSTAIRS" "Time_Body_GyroJerkMag_StdDev_" -0.306510645530612
"199" 1 "WALKING_DOWNSTAIRS" "Freq_Body_Acceleration__Mean_X" 0.0382291831510204
"200" 1 "WALKING_DOWNSTAIRS" "Freq_Body_Acceleration__Mean_Y" 0.00154990783591837
"201" 1 "WALKING_DOWNSTAIRS" "Freq_Body_Acceleration__Mean_Z" -0.225574471693878
"202" 1 "WALKING_DOWNSTAIRS" "Freq_Body_Acceleration__StdDev_X" 0.0243308391387755
"203" 1 "WALKING_DOWNSTAIRS" "Freq_Body_Acceleration__StdDev_Y" -0.112963739953061
"204" 1 "WALKING_DOWNSTAIRS" "Freq_Body_Acceleration__StdDev_Z" -0.297927894693878
"205" 1 "WALKING_DOWNSTAIRS" "Freq_Body_Acceleration__Mean_q...X" -0.307395198687755
"206" 1 "WALKING_DOWNSTAIRS" "Freq_Body_Acceleration__Mean_q...Y" 0.0632200839346939
"207" 1 "WALKING_DOWNSTAIRS" "Freq_Body_Acceleration__Mean_q...Z" 0.294322700810612
"208" 1 "WALKING_DOWNSTAIRS" "Freq_Body_Acceleration_Jerk_Mean_X" -0.0276638676122449
"209" 1 "WALKING_DOWNSTAIRS" "Freq_Body_Acceleration_Jerk_Mean_Y" -0.12866715764898
"210" 1 "WALKING_DOWNSTAIRS" "Freq_Body_Acceleration_Jerk_Mean_Z" -0.288334735714286
"211" 1 "WALKING_DOWNSTAIRS" "Freq_Body_Acceleration_Jerk_StdDev_X" -0.0863278966402041
"212" 1 "WALKING_DOWNSTAIRS" "Freq_Body_Acceleration_Jerk_StdDev_Y" -0.134580008877551
"213" 1 "WALKING_DOWNSTAIRS" "Freq_Body_Acceleration_Jerk_StdDev_Z" -0.401721464285714
"214" 1 "WALKING_DOWNSTAIRS" "Freq_Body_Acceleration_Jerk_Mean_q...X" -0.253164344918367
"215" 1 "WALKING_DOWNSTAIRS" "Freq_Body_Acceleration_Jerk_Mean_q...Y" -0.33758970122449
"216" 1 "WALKING_DOWNSTAIRS" "Freq_Body_Acceleration_Jerk_Mean_q...Z" 0.00937223889183673
"217" 1 "WALKING_DOWNSTAIRS" "Freq_Body_Gyro_Mean_X" -0.352449631363265
"218" 1 "WALKING_DOWNSTAIRS" "Freq_Body_Gyro_Mean_Y" -0.0557022524693878
"219" 1 "WALKING_DOWNSTAIRS" "Freq_Body_Gyro_Mean_Z" -0.0318694271979592
"220" 1 "WALKING_DOWNSTAIRS" "Freq_Body_Gyro_StdDev_X" -0.495422486102041
"221" 1 "WALKING_DOWNSTAIRS" "Freq_Body_Gyro_StdDev_Y" -0.181414728657143
"222" 1 "WALKING_DOWNSTAIRS" "Freq_Body_Gyro_StdDev_Z" -0.238443565306122
"223" 1 "WALKING_DOWNSTAIRS" "Freq_Body_Gyro_Mean_q...X" -0.100453729040816
"224" 1 "WALKING_DOWNSTAIRS" "Freq_Body_Gyro_Mean_q...Y" 0.0825511487183673
"225" 1 "WALKING_DOWNSTAIRS" "Freq_Body_Gyro_Mean_q...Z" -0.0756762067714286
"226" 1 "WALKING_DOWNSTAIRS" "Freq_Body_Acceleration_Mag_Mean_" 0.0965845343040816
"227" 1 "WALKING_DOWNSTAIRS" "Freq_Body_Acceleration_Mag_StdDev_" -0.186530301073469
"228" 1 "WALKING_DOWNSTAIRS" "Freq_Body_Acceleration_Mag_Mean_q.." 0.119187142767959
"229" 1 "WALKING_DOWNSTAIRS" "Freq_BodyBody_Acceleration_JerkMag_Mean_" 0.0262184949326531
"230" 1 "WALKING_DOWNSTAIRS" "Freq_BodyBody_Acceleration_JerkMag_StdDev_" -0.104052260726531
"231" 1 "WALKING_DOWNSTAIRS" "Freq_BodyBody_Acceleration_JerkMag_Mean_q.." 0.0764915474326531
"232" 1 "WALKING_DOWNSTAIRS" "Freq_BodyBody_GyroMag_Mean_" -0.185720285744898
"233" 1 "WALKING_DOWNSTAIRS" "Freq_BodyBody_GyroMag_StdDev_" -0.398350390122449
"234" 1 "WALKING_DOWNSTAIRS" "Freq_BodyBody_GyroMag_Mean_q.." 0.349613895469388
"235" 1 "WALKING_DOWNSTAIRS" "Freq_BodyBody_GyroJerkMag_Mean_" -0.281963359177551
"236" 1 "WALKING_DOWNSTAIRS" "Freq_BodyBody_GyroJerkMag_StdDev_" -0.391919876612245
"237" 1 "WALKING_DOWNSTAIRS" "Freq_BodyBody_GyroJerkMag_Mean_q.." 0.190000706165102
"238" 1 "SITTING" "Time_Body_Acceleration__Mean_X" 0.261237565425532
"239" 1 "SITTING" "Time_Body_Acceleration__Mean_Y" -0.00130828765170213
"240" 1 "SITTING" "Time_Body_Acceleration__Mean_Z" -0.104544182255319
"241" 1 "SITTING" "Time_Body_Acceleration__StdDev_X" -0.977229008297872
"242" 1 "SITTING" "Time_Body_Acceleration__StdDev_Y" -0.922618641914894
"243" 1 "SITTING" "Time_Body_Acceleration__StdDev_Z" -0.93958629106383
"244" 1 "SITTING" "Time_Gravity_Acceleration__Mean_X" 0.831509933404255
"245" 1 "SITTING" "Time_Gravity_Acceleration__Mean_Y" 0.204411592680851
"246" 1 "SITTING" "Time_Gravity_Acceleration__Mean_Z" 0.332043702765957
"247" 1 "SITTING" "Time_Gravity_Acceleration__StdDev_X" -0.968457145744681
"248" 1 "SITTING" "Time_Gravity_Acceleration__StdDev_Y" -0.935517055957447
"249" 1 "SITTING" "Time_Gravity_Acceleration__StdDev_Z" -0.949040933191489
"250" 1 "SITTING" "Time_Body_Acceleration_Jerk_Mean_X" 0.0774825199574468
"251" 1 "SITTING" "Time_Body_Acceleration_Jerk_Mean_Y" -0.000619102785106384
"252" 1 "SITTING" "Time_Body_Acceleration_Jerk_Mean_Z" -0.00336779235021277
"253" 1 "SITTING" "Time_Body_Acceleration_Jerk_StdDev_X" -0.986430711276596
"254" 1 "SITTING" "Time_Body_Acceleration_Jerk_StdDev_Y" -0.981371965319149
"255" 1 "SITTING" "Time_Body_Acceleration_Jerk_StdDev_Z" -0.987910804468085
"256" 1 "SITTING" "Time_Body_Gyro_Mean_X" -0.045350056512766
"257" 1 "SITTING" "Time_Body_Gyro_Mean_Y" -0.0919241549361702
"258" 1 "SITTING" "Time_Body_Gyro_Mean_Z" 0.0629313811914894
"259" 1 "SITTING" "Time_Body_Gyro_StdDev_X" -0.977211283191489
"260" 1 "SITTING" "Time_Body_Gyro_StdDev_Y" -0.966473895319149
"261" 1 "SITTING" "Time_Body_Gyro_StdDev_Z" -0.941425920851064
"262" 1 "SITTING" "Time_Body_GyroJerk_Mean_X" -0.0936793807234043
"263" 1 "SITTING" "Time_Body_GyroJerk_Mean_Y" -0.0402118124255319
"264" 1 "SITTING" "Time_Body_GyroJerk_Mean_Z" -0.046702627
"265" 1 "SITTING" "Time_Body_GyroJerk_StdDev_X" -0.99173159212766
"266" 1 "SITTING" "Time_Body_GyroJerk_StdDev_Y" -0.989518068510638
"267" 1 "SITTING" "Time_Body_GyroJerk_StdDev_Z" -0.987935806382979
"268" 1 "SITTING" "Time_Body_Acceleration_Mag_Mean_" -0.948536786170213
"269" 1 "SITTING" "Time_Body_Acceleration_Mag_StdDev_" -0.927078418723404
"270" 1 "SITTING" "Time_Gravity_Acceleration_Mag_Mean_" -0.948536786170213
"271" 1 "SITTING" "Time_Gravity_Acceleration_Mag_StdDev_" -0.927078418723404
"272" 1 "SITTING" "Time_Body_Acceleration_JerkMag_Mean_" -0.987364195531915
"273" 1 "SITTING" "Time_Body_Acceleration_JerkMag_StdDev_" -0.984120024042553
"274" 1 "SITTING" "Time_Body_GyroMag_Mean_" -0.93089249
"275" 1 "SITTING" "Time_Body_GyroMag_StdDev_" -0.934531840425532
"276" 1 "SITTING" "Time_Body_GyroJerkMag_Mean_" -0.991976341276596
"277" 1 "SITTING" "Time_Body_GyroJerkMag_StdDev_" -0.988308728510638
"278" 1 "SITTING" "Freq_Body_Acceleration__Mean_X" -0.979641238723404
"279" 1 "SITTING" "Freq_Body_Acceleration__Mean_Y" -0.944084550425532
"280" 1 "SITTING" "Freq_Body_Acceleration__Mean_Z" -0.959184889148936
"281" 1 "SITTING" "Freq_Body_Acceleration__StdDev_X" -0.976412313191489
"282" 1 "SITTING" "Freq_Body_Acceleration__StdDev_Y" -0.917275006382979
